id,title,poster_url,year,duration,age_rating,star_rating,num_ratings,description,preprocessed_description
53,Anbe Sivam,"https://m.media-amazon.com/images/M/MV5BYjY2NDNhOTItNjAwMi00ZjA0LTkzOGYtNWJkZmZiN2FlODU4XkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY414_CR10,0,280,414_.jpg",2003,2h 40m,Not Rated,8.6,25K,"Two men, one young and arrogant, the other damaged - physically but not spiritually - by life, are thrown together by circumstances, and find that they are in some ways bound together by fate.","men , young arrogant , damaged - physically not spiritually - life , thrown circumstances , find ways bound fate ."
54,Léon: The Professional,"https://m.media-amazon.com/images/M/MV5BOTgyMWQ0ZWUtN2Q2MS00NmY0LWI3OWMtNjFkMzZlNDZjNTk0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,2,280,414_.jpg",1994,1h 50m,R,8.5,1.3M,"12-year-old Mathilda is reluctantly taken in by Léon, a professional assassin, after her family is murdered. An unusual relationship forms as she becomes his protégée and learns the assassin's trade.","12 - year - old Mathilda reluctantly taken Léon , professional assassin , family murdered . unusual relationship forms protégée learns assassin trade ."
55,Laapataa Ladies,"https://m.media-amazon.com/images/M/MV5BYTdkOTlkNzctNDE2MS00ZTUyLThhZjUtYTdiZGM4MWU3ZjQzXkEyXkFqcGdeQXVyMTM1Njk1MDUx._V1_QL75_UY414_CR26,0,280,414_.jpg",2023,2h 2m,R,8.5,32K,"The misadventures of two young brides who get lost from the same train. From mistaken identities to laugh-out-aloud escapades, the ensuing chaos guarantees laughter galore and heartwarming moments.","misadventures young brides lost train . mistaken identities laugh - - aloud escapades , ensuing chaos guarantees laughter galore heartwarming moments ."
56,Gladiator,"https://m.media-amazon.com/images/M/MV5BMDliMmNhNDEtODUyOS00MjNlLTgxODEtN2U3NzIxMGVkZTA1L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,0,280,414_.jpg",2000,2h 35m,R,8.5,1.6M,A former Roman General sets out to exact vengeance against the corrupt emperor who murdered his family and sent him into slavery.,Roman General sets exact vengeance corrupt emperor murdered family sent slavery .
57,Back to the Future,"https://m.media-amazon.com/images/M/MV5BZmU0M2Y1OGUtZjIxNi00ZjBkLTg1MjgtOWIyNThiZWIwYjRiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UX280_CR0,10,280,414_.jpg",1985,1h 56m,PG,8.5,1.3M,"Marty McFly, a 17-year-old high school student, is accidentally sent 30 years into the past in a time-traveling DeLorean invented by his close friend, the maverick scientist Doc Brown.","Marty McFly , 17 - year - old high school student , accidentally sent 30 years past time - traveling DeLorean invented close friend , maverick scientist Doc Brown ."
58,Alien,"https://m.media-amazon.com/images/M/MV5BOGQzZTBjMjQtOTVmMS00NGE5LWEyYmMtOGQ1ZGZjNmRkYjFhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,4,280,414_.jpg",1979,1h 57m,R,8.5,957K,The crew of a commercial spacecraft encounters a deadly lifeform after investigating a mysterious transmission of unknown origin.,crew commercial spacecraft encounters deadly lifeform investigating mysterious transmission unknown origin .
59,Parasite,"https://m.media-amazon.com/images/M/MV5BYWZjMjk3ZTItODQ2ZC00NTY5LWE0ZDYtZTI3MjcwN2Q5NTVkXkEyXkFqcGdeQXVyODk4OTc3MTY@._V1_QL75_UX280_CR0,0,280,414_.jpg",2019,2h 12m,R,8.5,971K,Greed and class discrimination threaten the newly-formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,Greed class discrimination threaten newly - formed symbiotic relationship wealthy Park family destitute Kim clan .
60,The Departed,"https://m.media-amazon.com/images/M/MV5BMTI1MTY2OTIxNV5BMl5BanBnXkFtZTYwNjQ4NjY3._V1_QL75_UY414_CR0,0,280,414_.jpg",2006,2h 31m,R,8.5,1.4M,An undercover cop and a mole in the police attempt to identify each other while infiltrating an Irish gang in South Boston.,undercover cop mole police attempt identify infiltrating Irish gang South Boston .
61,Django Unchained,"https://m.media-amazon.com/images/M/MV5BMjIyNTQ5NjQ1OV5BMl5BanBnXkFtZTcwODg1MDU4OA@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2012,2h 45m,R,8.5,1.7M,"With the help of a German bounty-hunter, a freed slave sets out to rescue his wife from a brutal plantation owner in Mississippi.","help German bounty - hunter , freed slave sets rescue wife brutal plantation owner Mississippi ."
62,Psycho,"https://m.media-amazon.com/images/M/MV5BNTQwNDM1YzItNDAxZC00NWY2LTk0M2UtNDIwNWI5OGUyNWUxXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,1,280,414_.jpg",1960,1h 49m,R,8.5,722K,A secretary on the run for embezzlement takes refuge at a secluded California motel owned by a repressed man and his overbearing mother.,secretary run embezzlement takes refuge secluded California motel owned repressed man overbearing mother .
63,The Prestige,"https://m.media-amazon.com/images/M/MV5BMTM3MzQ5MjQ5OF5BMl5BanBnXkFtZTcwMTQ3NzMzMw@@._V1_QL75_UY414_CR0,0,280,414_.jpg",2006,2h 10m,PG-13,8.5,1.4M,"After a tragic accident, two stage magicians in 1890s London engage in a battle to create the ultimate illusion while sacrificing everything they have to outwit each other.","tragic accident , stage magicians 1890s London engage battle create ultimate illusion sacrificing outwit ."
64,The Lion King,"https://m.media-amazon.com/images/M/MV5BYTYxNGMyZTYtMjE3MS00MzNjLWFjNmYtMDk3N2FmM2JiM2M1XkEyXkFqcGdeQXVyNjY5NDU4NzI@._V1_QL75_UX280_CR0,1,280,414_.jpg",1994,1h 28m,G,8.5,1.1M,"Lion prince Simba and his father are targeted by his bitter uncle, who wants to ascend the throne himself.","Lion prince Simba father targeted bitter uncle , wants ascend throne ."
65,Whiplash,"https://m.media-amazon.com/images/M/MV5BOTA5NDZlZGUtMjAxOS00YTRkLTkwYmMtYWQ0NWEwZDZiNjEzXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_QL75_UX280_CR0,0,280,414_.jpg",2014,1h 46m,R,8.5,999K,A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential.,promising young drummer enrolls cut - throat music conservatory dreams greatness mentored instructor stop realize student potential .
66,The Usual Suspects,"https://m.media-amazon.com/images/M/MV5BYTViNjMyNmUtNDFkNC00ZDRlLThmMDUtZDU2YWE4NGI2ZjVmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UX280_CR0,2,280,414_.jpg",1995,1h 46m,R,8.5,1.2M,The sole survivor of a pier shoot-out tells the story of how a notorious criminal influenced the events that began with five criminals meeting in a seemingly random police lineup.,sole survivor pier shoot - tells story notorious criminal influenced events began criminals meeting seemingly random police lineup .
67,American History X,"https://m.media-amazon.com/images/M/MV5BZTJhN2FkYWEtMGI0My00YWM4LWI2MjAtM2UwNjY4MTI2ZTQyXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UX280_CR0,1,280,414_.jpg",1998,1h 59m,R,8.5,1.2M,"Living a life marked by violence, neo-Nazi Derek finally goes to prison after killing two black youths. Upon his release, Derek vows to change; he hopes to prevent his brother, Danny, who idolizes Derek, from following in his footsteps.","Living life marked violence , neo - Nazi Derek finally goes prison killing black youths . release , Derek vows change ; hopes prevent brother , Danny , idolizes Derek , following footsteps ."
68,The Pianist,"https://m.media-amazon.com/images/M/MV5BOWRiZDIxZjktMTA1NC00MDQ2LWEzMjUtMTliZmY3NjQ3ODJiXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_QL75_UY414_CR10,0,280,414_.jpg",2002,2h 30m,R,8.5,919K,"During WWII, acclaimed Polish musician Wladyslaw faces various struggles as he loses contact with his family. As the situation worsens, he hides in the ruins of Warsaw in order to survive.","WWII , acclaimed Polish musician Wladyslaw faces struggles loses contact family . situation worsens , hides ruins Warsaw order survive ."
69,Rear Window,"https://m.media-amazon.com/images/M/MV5BNGUxYWM3M2MtMGM3Mi00ZmRiLWE0NGQtZjE5ODI2OTJhNTU0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_QL75_UY414_CR2,0,280,414_.jpg",1954,1h 52m,PG,8.5,525K,"A wheelchair-bound photographer spies on his neighbors from his Greenwich Village courtyard apartment window and, despite the skepticism of his fashion-model girlfriend, becomes convinced one of them has committed murder.","wheelchair - bound photographer spies neighbors Greenwich Village courtyard apartment window , despite skepticism fashion - model girlfriend , convinced committed murder ."
70,Casablanca,"https://m.media-amazon.com/images/M/MV5BY2IzZGY2YmEtYzljNS00NTM5LTgwMzUtMzM1NjQ4NGI0OTk0XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_QL75_UX280_CR0,4,280,414_.jpg",1942,1h 42m,PG,8.5,609K,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.,cynical expatriate American cafe owner struggles decide not help lover fugitive husband escape Nazis French Morocco .
71,Once Upon a Time in the West,"https://m.media-amazon.com/images/M/MV5BODQ3NDExOGYtMzI3Mi00NWRlLTkwNjAtNjc4MDgzZGJiZTA1XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,2,280,414_.jpg",1968,2h 46m,PG-13,8.5,351K,A mysterious stranger with a harmonica joins forces with a notorious desperado to protect a beautiful widow from a ruthless assassin working for the railroad.,mysterious stranger harmonica joins forces notorious desperado protect beautiful widow ruthless assassin working railroad .
72,The Intouchables,"https://m.media-amazon.com/images/M/MV5BMTYxNDA3MDQwNl5BMl5BanBnXkFtZTcwNTU4Mzc1Nw@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2011,1h 52m,R,8.5,935K,"After he becomes a quadriplegic from a paragliding accident, an aristocrat hires a young man from the projects to be his caregiver.","quadriplegic paragliding accident , aristocrat hires young man projects caregiver ."
73,Grave of the Fireflies,"https://m.media-amazon.com/images/M/MV5BZmY2NjUzNDQtNTgxNC00M2Q4LTljOWQtMjNjNDBjNWUxNmJlXkEyXkFqcGdeQXVyNTA4NzY1MzY@._V1_QL75_UX280_CR0,3,280,414_.jpg",1988,1h 29m,Not Rated,8.5,313K,A young boy and his little sister struggle to survive in Japan during World War II.,young boy little sister struggle survive Japan World War II .
74,Cinema Paradiso,"https://m.media-amazon.com/images/M/MV5BM2FhYjEyYmYtMDI1Yy00YTdlLWI2NWQtYmEzNzAxOGY1NjY2XkEyXkFqcGdeQXVyNTA3NTIyNDg@._V1_QL75_UX280_CR0,0,280,414_.jpg",1988,2h 54m,PG,8.5,285K,A filmmaker recalls his childhood when falling in love with the pictures at the cinema of his home village and forms a deep friendship with the cinema's projectionist.,filmmaker recalls childhood falling love pictures cinema home village forms deep friendship cinema projectionist .
75,Dear Zachary: A Letter to a Son About His Father,"https://m.media-amazon.com/images/M/MV5BN2VhZWQzMWEtNjMyNS00ZDM3LThiMjAtZjA4M2YwOTFkNzc4XkEyXkFqcGdeQXVyNTgzMzU5MDI@._V1_QL75_UX280_CR0,0,280,414_.jpg",2008,1h 35m,Not Rated,8.5,41K,A filmmaker decides to memorialize a murdered friend when his friend's ex-girlfriend announces she is expecting his son.,filmmaker decides memorialize murdered friend friend ex - girlfriend announces expecting son .
76,City Lights,"https://m.media-amazon.com/images/M/MV5BY2I4MmM1N2EtM2YzOS00OWUzLTkzYzctNDc5NDg2N2IyODJmXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_QL75_UX280_CR0,3,280,414_.jpg",1931,1h 27m,G,8.5,197K,"With the aid of a wealthy erratic tippler, a dewy-eyed tramp who has fallen in love with a sightless flower girl accumulates money to be able to help her medically.","aid wealthy erratic tippler , dewy - eyed tramp fallen love sightless flower girl accumulates money able help medically ."
77,Modern Times,"https://m.media-amazon.com/images/M/MV5BM2VlMjY3N2UtN2ZjNC00MDg4LWI3ZGQtZmE4NjZkZjkwZmYzXkEyXkFqcGdeQXVyMTU3NDU4MDg2._V1_QL75_UX280_CR0,1,280,414_.jpg",1936,1h 27m,G,8.5,261K,The Tramp struggles to live in modern industrial society with the help of a young homeless woman.,Tramp struggles live modern industrial society help young homeless woman .
78,Senna,"https://m.media-amazon.com/images/M/MV5BNDBjYjc3NGEtODNlMi00Yjk1LTgyMTItZmYxODg4MDUyMmVlXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_QL75_UX280_CR0,0,280,414_.jpg",2010,1h 46m,PG-13,8.5,76K,"A documentary on Brazilian Formula One racing driver Ayrton Senna, who won the F1 world championship three times before his death at age 34.","documentary Brazilian Formula racing driver Ayrton Senna , won F1 world championship times death age 34 ."
79,Sita Ramam,"https://m.media-amazon.com/images/M/MV5BN2RjZDJhYzUtOTQ5Yy00OWM3LWE5OTctM2Y0YWVmNzAzODllXkEyXkFqcGdeQXVyMTA3MDk2NDg2._V1_QL75_UX280_CR0,3,280,414_.jpg",2022,2h 43m,PG-13,8.5,69K,"An orphan soldier, Lieutenant Ram's life changes, after he gets a letter from a girl named Sita. He meets her and love blossoms between them. When he comes back to his camp in Kashmir,After he gets caught in jail, he sends a letter to Sita which won't reach her.","orphan soldier , Lieutenant Ram life changes , gets letter girl named Sita . meets love blossoms . comes camp Kashmir , gets caught jail , sends letter Sita wo reach ."
80,Woman in the Dunes,"https://m.media-amazon.com/images/M/MV5BZjkzN2MxYTMtOTkxYS00OTk5LWE3ZDMtN2RiZjJmOTRkZDUxXkEyXkFqcGdeQXVyNTcwNjUwNzk@._V1_QL75_UY414_CR5,0,280,414_.jpg",1964,2h 27m,Not Rated,8.5,23K,An entomologist on vacation is trapped by local villagers into living with a woman whose life task is shoveling sand for them.,entomologist vacation trapped local villagers living woman life task shoveling sand .
81,Baraka,"https://m.media-amazon.com/images/M/MV5BNWZiYjE2Y2UtMmQ2My00ZDBjLTk4ZTUtN2FlMzc4OWFiMzdjXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_QL75_UX280_CR0,1,280,414_.jpg",1992,1h 36m,Not Rated,8.5,41K,A collection of expertly photographed scenes of human life and religion.,collection expertly photographed scenes human life religion .
82,The Best of Youth,"https://m.media-amazon.com/images/M/MV5BYjZiNDM3Y2MtNzkxNy00ZTk1LTkyNjEtZDE0YjE2ZGExN2YwXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_QL75_UY414_CR5,0,280,414_.jpg",2003,6h 14m,R,8.5,23K,An Italian epic that follows the lives of two brothers from the 1960s to the 2000s.,Italian epic follows lives brothers 1960s 2000s .
83,The Hole,"https://m.media-amazon.com/images/M/MV5BYzg1ZWQxZDMtYjBhMC00OTNhLWJiNGYtMGFiNDQ4NzQ4NjVlXkEyXkFqcGdeQXVyNTA1NjYyMDk@._V1_QL75_UY414_CR13,0,280,414_.jpg",1960,2h 11m,Not Rated,8.5,21K,Distrust and uncertainty arise when four long-term inmates cautiously induct a new prisoner into their elaborate prison-break scheme.,Distrust uncertainty arise long - term inmates cautiously induct new prisoner elaborate prison - break scheme .
84,96,"https://m.media-amazon.com/images/M/MV5BOGM2YzI4ZjItYjA4Mi00ZDhiLTk1OGEtZmEzN2U3ODNkNTEzXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UY414_CR11,0,280,414_.jpg",2018,2h 38m,Not Rated,8.5,37K,Two high school sweethearts meet at a reunion after 22 years and reminisce about their past.,high school sweethearts meet reunion 22 years reminisce past .
85,Sarpatta Parambarai,"https://m.media-amazon.com/images/M/MV5BNWVjNGExNjItOWRlZi00Nzk1LWJmZDUtOGQ0NzgyYTBlOTZmXkEyXkFqcGdeQXVyMTEzNzg0Mjkx._V1_QL75_UX280_CR0,12,280,414_.jpg",2021,2h 53m,Not Rated,8.5,25K,"When Sarpatta Parambarai is challenged to a do-or-die match, will Kabilan, a young labourer, put on the gloves himself and lead his clan to victory, or be dissuaded by his disapproving mother and dangerous politics?","Sarpatta Parambarai challenged - - die match , Kabilan , young labourer , gloves lead clan victory , dissuaded disapproving mother dangerous politics ?"
86,Jersey,"https://m.media-amazon.com/images/M/MV5BYjc0MWFiYTMtNmYyOS00ODczLWEyMzItNzI4YjY0YjJjZGVjXkEyXkFqcGdeQXVyNzEwNjg3MjE@._V1_QL75_UY414_CR8,0,280,414_.jpg",2019,2h 37m,Not Rated,8.5,23K,A failed cricketer decides to revive his cricketing career in his late 30's despite everyone being skeptical of his ability to do so.,failed cricketer decides revive cricketing career late 30 despite skeptical ability .
87,Home,"https://m.media-amazon.com/images/M/MV5BODY2ZTNmMjEtMWEyNC00YjZlLWEyMGEtZWFiNGMwYmQ5NWViXkEyXkFqcGdeQXVyMTAwMzM3NDI3._V1_QL75_UY414_CR7,0,280,414_.jpg",2009,1h 58m,Not Rated,8.5,23K,"With aerial footage from fifty-four countries, 'Home' is a depiction of how Earth's problems are all interlinked.","aerial footage - countries , ' Home ' depiction Earth problems interlinked ."
88,Gol Maal,"https://m.media-amazon.com/images/M/MV5BYjBhYmQxNTgtNDU2Ni00NGQzLTg5MzQtMDdkY2I3MzA1MTc0XkEyXkFqcGdeQXVyMTA0MTM5NjI2._V1_QL75_UX280_CR0,3,280,414_.jpg",1979,2h,Not Rated,8.5,20K,A man's simple lie to secure his job escalates into more complex lies when his orthodox boss gets suspicious.,man simple lie secure job escalates complex lies orthodox boss gets suspicious .
89,The King of the Street Cleaners,"https://m.media-amazon.com/images/M/MV5BZTc2MDY2YzQtNmU3Mi00MWYxLWE2NjAtMTcyNDM1YzRhNTRiXkEyXkFqcGdeQXVyMTA1MzE1MjA4._V1_QL75_UX280_CR0,3,280,414_.jpg",1977,1h 20m,Not Rated,8.5,21K,"Going through his daily routine in a stereotypical neighborhood, a street cleaner falls in love with a charwoman. Unfortunately for him, so does his boss.","Going daily routine stereotypical neighborhood , street cleaner falls love charwoman . Unfortunately , boss ."
90,Inglourious Basterds,"https://m.media-amazon.com/images/M/MV5BOTJiNDEzOWYtMTVjOC00ZjlmLWE0NGMtZmE1OWVmZDQ2OWJhXkEyXkFqcGdeQXVyNTIzOTk5ODM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2009,2h 33m,R,8.4,1.6M,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","Nazi - occupied France World War II , plan assassinate Nazi leaders group Jewish U.S. soldiers coincides theatre owner vengeful plans ."
91,Apocalypse Now,"https://m.media-amazon.com/images/M/MV5BYmQyNTA1ZGItNjZjMi00NzFlLWEzMWEtNWMwN2Q2MjJhYzEyXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_QL75_UX280_CR0,8,280,414_.jpg",1979,2h 27m,R,8.4,714K,A U.S. Army officer serving in Vietnam is tasked with assassinating a renegade Special Forces Colonel who sees himself as a god.,U.S. Army officer serving Vietnam tasked assassinating renegade Special Forces Colonel sees god .
92,Avengers: Endgame,"https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX280_CR0,0,280,414_.jpg",2019,3h 1m,PG-13,8.4,1.3M,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","devastating events Avengers : Infinity War ( 2018 ) , universe ruins . help remaining allies , Avengers assemble order reverse Thanos ' actions restore balance universe ."
93,Aliens,"https://m.media-amazon.com/images/M/MV5BOGJkY2EyOWYtYWRmNy00ZTEzLTllMDAtYzYzYjA0ZjFhZWJjXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_QL75_UX280_CR0,4,280,414_.jpg",1986,2h 17m,R,8.4,767K,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","Decades surviving Nostromo incident , Ellen Ripley sent - establish contact terraforming colony finds battling Alien Queen offspring ."
